ADDRESS	CRIME_TYPE	<YEAR1>	CRIME_COUNT	<YEAR2>	CRIME_COUNT...
-97.64412301,30.30647605	FELONY ENHANCEMENT/ASSLT W/INJ	2015	1	2010	2	
-97.64412301,30.30647605	AGG ASSAULT	2015	2	2010	4	
-97.64412301,30.30647605	SUSPICIOUS VEH	2015	1	2010	2	
-97.64412301,30.30647605	AUTO THEFT	2015	2	2010	3	
-97.64412301,30.30647605	IMPOUNDED VEH	2015	1	2010	4	
-97.64412301,30.30647605	ABANDONED VEH	2015	2	2010	4	
-97.64412301,30.30647605	CRASH/LEAVING THE SCENE	2015	30	2010	18	
-97.64412301,30.30647605	THEFT	2015	3	2010	7	
-97.64412301,30.30647605	PUBLIC INTOXICATION	2015	2	2010	4	
-97.64412301,30.30647605	FAMILY DISTURBANCE	2015	6	2010	1	
-97.64412301,30.30647605	POSS OF DRUG PARAPHERNALIA	2015	3	2010	1	
-97.64412301,30.30647605	DISTURBANCE - OTHER	2015	5	2010	7	
-97.64412301,30.30647605	LOST PROP	2015	4	2010	9	
-97.64412301,30.30647605	POSS MARIJUANA	2015	3	2010	7	
-97.64412301,30.30647605	CRIMINAL MISCHIEF	2015	4	2010	6	
-97.64412301,30.30647605	DRIVING WHILE LICENSE INVALID	2015	6	2010	4	
-97.64412301,30.30647605	POSS CONTROLLED SUB/NARCOTIC	2015	3	2010	1	
-97.64412301,30.30647605	ASSAULT W/INJURY-FAM/DATE VIOL	2015	2	2010	2	
-97.64412301,30.30647605	ASSAULT BY THREAT	2015	1	2010	1	
-97.64412301,30.30647605	CUSTODY ARREST TRAFFIC WARR	2015	4	2010	5	
-97.64412301,30.30647605	DWI 2ND	2015	1	2010	1	
-97.64412301,30.30647605	TRAFFIC HAZARD/DEBRIS	2015	1	2010	2	
-97.64412301,30.30647605	DWI	2015	7	2010	13	
-97.64412301,30.30647605	THEFT INFORMATION	2015	1	2010	1	
-97.64412301,30.30647605	ASSAULT BY CONTACT FAM/DATING	2015	2	2010	1	
-97.64465179,30.29853299	CRASH/NO INJURY	2015	2	2010	1	
-97.64465179,30.29853299	BURGLARY OF VEHICLE	2015	1	2010	4	
-97.64465179,30.29853299	REQUEST TO APPREHEND	2015	3	2010	5	
-97.64465179,30.29853299	WARRANT ARREST NON TRAFFIC	2015	3	2010	3	
-97.64465179,30.29853299	ASSAULT WITH INJURY	2015	1	2010	2	
-97.64465179,30.29853299	FELONY ENHANCEMENT/ASSLT W/INJ	2015	1	2010	2	
-97.64465179,30.29853299	AGG ASSAULT	2015	2	2010	4	
-97.64465179,30.29853299	SUSPICIOUS VEH	2015	1	2010	2	
-97.64465179,30.29853299	AUTO THEFT	2015	2	2010	3	
-97.64465179,30.29853299	IMPOUNDED VEH	2015	1	2010	4	
-97.64465179,30.29853299	ABANDONED VEH	2015	2	2010	4	
-97.64465179,30.29853299	CRASH/LEAVING THE SCENE	2015	31	2010	18	
-97.64465179,30.29853299	THEFT	2015	3	2010	7	
-97.64465179,30.29853299	PUBLIC INTOXICATION	2015	2	2010	4	
-97.64465179,30.29853299	FAMILY DISTURBANCE	2015	7	2010	1	
-97.64465179,30.29853299	POSS OF DRUG PARAPHERNALIA	2015	3	2010	1	
-97.64465179,30.29853299	DISTURBANCE - OTHER	2015	5	2010	7	
-97.64465179,30.29853299	LOST PROP	2015	4	2010	9	
-97.64465179,30.29853299	POSS MARIJUANA	2015	3	2010	7	
-97.64465179,30.29853299	CRIMINAL MISCHIEF	2015	4	2010	6	
-97.64465179,30.29853299	DRIVING WHILE LICENSE INVALID	2015	6	2010	4	
-97.64465179,30.29853299	POSS CONTROLLED SUB/NARCOTIC	2015	3	2010	1	
-97.64465179,30.29853299	ASSAULT W/INJURY-FAM/DATE VIOL	2015	2	2010	2	
-97.64465179,30.29853299	ASSAULT BY THREAT	2015	1	2010	1	
-97.64465179,30.29853299	CUSTODY ARREST TRAFFIC WARR	2015	4	2010	6	
-97.64465179,30.29853299	DWI 2ND	2015	1	2010	1	
-97.64465179,30.29853299	TRAFFIC HAZARD/DEBRIS	2015	1	2010	2	
-97.64465179,30.29853299	DWI	2015	7	2010	13	
-97.64465179,30.29853299	THEFT INFORMATION	2015	1	2010	1	
-97.64465179,30.29853299	ASSAULT BY CONTACT FAM/DATING	2015	2	2010	1	
-97.64483725,30.3949606	CRASH/NO INJURY	2015	2	2010	1	
-97.64483725,30.3949606	BURGLARY OF VEHICLE	2015	1	2010	4	
-97.64483725,30.3949606	REQUEST TO APPREHEND	2015	3	2010	5	
-97.64483725,30.3949606	WARRANT ARREST NON TRAFFIC	2015	3	2010	3	
-97.64483725,30.3949606	ASSAULT WITH INJURY	2015	1	2010	2	
-97.64483725,30.3949606	FELONY ENHANCEMENT/ASSLT W/INJ	2015	1	2010	2	
-97.64483725,30.3949606	AGG ASSAULT	2015	2	2010	4	
-97.64483725,30.3949606	SUSPICIOUS VEH	2015	1	2010	2	
-97.64483725,30.3949606	AUTO THEFT	2015	2	2010	3	
-97.64483725,30.3949606	IMPOUNDED VEH	2015	1	2010	4	
-97.64483725,30.3949606	ABANDONED VEH	2015	2	2010	4	
-97.64483725,30.3949606	CRASH/LEAVING THE SCENE	2015	31	2010	18	
-97.64483725,30.3949606	THEFT	2015	3	2010	7	
-97.64483725,30.3949606	PUBLIC INTOXICATION	2015	2	2010	4	
-97.64483725,30.3949606	FAMILY DISTURBANCE	2015	7	2010	1	
-97.64483725,30.3949606	POSS OF DRUG PARAPHERNALIA	2015	3	2010	1	
-97.64483725,30.3949606	DISTURBANCE - OTHER	2015	5	2010	7	
-97.64483725,30.3949606	LOST PROP	2015	4	2010	9	
-97.64483725,30.3949606	POSS MARIJUANA	2015	3	2010	7	
-97.64483725,30.3949606	CRIMINAL MISCHIEF	2015	4	2010	6	
-97.64483725,30.3949606	DRIVING WHILE LICENSE INVALID	2015	6	2010	4	
-97.64483725,30.3949606	POSS CONTROLLED SUB/NARCOTIC	2015	3	2010	1	
-97.64483725,30.3949606	ASSAULT W/INJURY-FAM/DATE VIOL	2015	2	2010	2	
-97.64483725,30.3949606	ASSAULT BY THREAT	2015	1	2010	1	
-97.64483725,30.3949606	CUSTODY ARREST TRAFFIC WARR	2015	4	2010	6	
-97.64483725,30.3949606	DWI 2ND	2015	1	2010	1	
-97.64483725,30.3949606	TRAFFIC HAZARD/DEBRIS	2015	1	2010	2	
-97.64483725,30.3949606	DWI	2015	7	2010	13	
-97.64483725,30.3949606	THEFT INFORMATION	2015	1	2010	1	
-97.64483725,30.3949606	ASSAULT BY CONTACT FAM/DATING	2015	2	2010	1	
-97.64487025,30.38467476	CRASH/NO INJURY	2015	2	2010	1	
-97.64487025,30.38467476	BURGLARY OF VEHICLE	2015	1	2010	4	
-97.64487025,30.38467476	REQUEST TO APPREHEND	2015	3	2010	5	
-97.64487025,30.38467476	WARRANT ARREST NON TRAFFIC	2015	3	2010	3	
-97.64487025,30.38467476	ASSAULT WITH INJURY	2015	1	2010	2	
-97.64487025,30.38467476	FELONY ENHANCEMENT/ASSLT W/INJ	2015	1	2010	2	
-97.64487025,30.38467476	AGG ASSAULT	2015	2	2010	4	
-97.64487025,30.38467476	SUSPICIOUS VEH	2015	1	2010	2	
-97.64487025,30.38467476	AUTO THEFT	2015	2	2010	3	
-97.64487025,30.38467476	IMPOUNDED VEH	2015	1	2010	4	
-97.64487025,30.38467476	ABANDONED VEH	2015	2	2010	4	
-97.64487025,30.38467476	CRASH/LEAVING THE SCENE	2015	31	2010	18	
-97.64487025,30.38467476	THEFT	2015	3	2010	7	
-97.64487025,30.38467476	PUBLIC INTOXICATION	2015	2	2010	4	
-97.64487025,30.38467476	FAMILY DISTURBANCE	2015	7	2010	1	
-97.64487025,30.38467476	POSS OF DRUG PARAPHERNALIA	2015	3	2010	1	
-97.64487025,30.38467476	DISTURBANCE - OTHER	2015	5	2010	7	
-97.64487025,30.38467476	LOST PROP	2015	4	2010	9	
-97.64487025,30.38467476	POSS MARIJUANA	2015	3	2010	8	
-97.64487025,30.38467476	CRIMINAL MISCHIEF	2015	4	2010	6	
-97.64487025,30.38467476	DRIVING WHILE LICENSE INVALID	2015	6	2010	4	
-97.64487025,30.38467476	POSS CONTROLLED SUB/NARCOTIC	2015	3	2010	1	
-97.64487025,30.38467476	ASSAULT W/INJURY-FAM/DATE VIOL	2015	2	2010	2	
-97.64487025,30.38467476	ASSAULT BY THREAT	2015	1	2010	1	
-97.64487025,30.38467476	CUSTODY ARREST TRAFFIC WARR	2015	4	2010	7	
-97.64487025,30.38467476	DWI 2ND	2015	1	2010	1	
-97.64487025,30.38467476	TRAFFIC HAZARD/DEBRIS	2015	1	2010	2	
-97.64487025,30.38467476	DWI	2015	7	2010	13	
-97.64487025,30.38467476	THEFT INFORMATION	2015	1	2010	1	
-97.64487025,30.38467476	ASSAULT BY CONTACT FAM/DATING	2015	2	2010	1	
-97.64500276,30.30516331	CRASH/NO INJURY	2015	2	2010	1	
-97.64500276,30.30516331	BURGLARY OF VEHICLE	2015	1	2010	4	
-97.64500276,30.30516331	REQUEST TO APPREHEND	2015	3	2010	5	
-97.64500276,30.30516331	WARRANT ARREST NON TRAFFIC	2015	3	2010	3	
-97.64500276,30.30516331	ASSAULT WITH INJURY	2015	1	2010	2	
-97.64500276,30.30516331	FELONY ENHANCEMENT/ASSLT W/INJ	2015	1	2010	2	
-97.64500276,30.30516331	AGG ASSAULT	2015	2	2010	4	
-97.64500276,30.30516331	SUSPICIOUS VEH	2015	1	2010	2	
-97.64500276,30.30516331	AUTO THEFT	2015	2	2010	3	
-97.64500276,30.30516331	IMPOUNDED VEH	2015	1	2010	4	
-97.64500276,30.30516331	ABANDONED VEH	2015	2	2010	4	
-97.64500276,30.30516331	CRASH/LEAVING THE SCENE	2015	31	2010	18	
-97.64500276,30.30516331	THEFT	2015	3	2010	7	
-97.64500276,30.30516331	PUBLIC INTOXICATION	2015	2	2010	4	
-97.64500276,30.30516331	FAMILY DISTURBANCE	2015	7	2010	1	
-97.64500276,30.30516331	POSS OF DRUG PARAPHERNALIA	2015	3	2010	1	
-97.64500276,30.30516331	DISTURBANCE - OTHER	2015	5	2010	7	
-97.64500276,30.30516331	LOST PROP	2015	4	2010	9	
-97.64500276,30.30516331	POSS MARIJUANA	2015	3	2010	8	
-97.64500276,30.30516331	CRIMINAL MISCHIEF	2015	4	2010	6	
-97.64500276,30.30516331	DRIVING WHILE LICENSE INVALID	2015	7	2010	4	
-97.64500276,30.30516331	POSS CONTROLLED SUB/NARCOTIC	2015	3	2010	1	
-97.64500276,30.30516331	ASSAULT W/INJURY-FAM/DATE VIOL	2015	2	2010	2	
-97.64500276,30.30516331	ASSAULT BY THREAT	2015	1	2010	1	
-97.64500276,30.30516331	CUSTODY ARREST TRAFFIC WARR	2015	4	2010	7	
-97.64500276,30.30516331	DWI 2ND	2015	1	2010	1	
-97.64500276,30.30516331	TRAFFIC HAZARD/DEBRIS	2015	1	2010	2	
-97.64500276,30.30516331	DWI	2015	7	2010	13	
-97.64500276,30.30516331	THEFT INFORMATION	2015	1	2010	1	
-97.64500276,30.30516331	ASSAULT BY CONTACT FAM/DATING	2015	2	2010	1	
-97.64509756,30.20776846	CRASH/NO INJURY	2015	2	2010	1	
-97.64509756,30.20776846	BURGLARY OF VEHICLE	2015	1	2010	4	
-97.64509756,30.20776846	REQUEST TO APPREHEND	2015	3	2010	5	
-97.64509756,30.20776846	WARRANT ARREST NON TRAFFIC	2015	3	2010	3	
-97.64509756,30.20776846	ASSAULT WITH INJURY	2015	1	2010	2	
-97.64509756,30.20776846	FELONY ENHANCEMENT/ASSLT W/INJ	2015	1	2010	2	
-97.64509756,30.20776846	AGG ASSAULT	2015	2	2010	4	
-97.64509756,30.20776846	SUSPICIOUS VEH	2015	1	2010	3	
-97.64509756,30.20776846	AUTO THEFT	2015	2	2010	3	
-97.64509756,30.20776846	IMPOUNDED VEH	2015	1	2010	4	
-97.64509756,30.20776846	ABANDONED VEH	2015	2	2010	4	
-97.64509756,30.20776846	CRASH/LEAVING THE SCENE	2015	31	2010	18	
-97.64509756,30.20776846	THEFT	2015	3	2010	7	
-97.64509756,30.20776846	PUBLIC INTOXICATION	2015	2	2010	4	
-97.64509756,30.20776846	FAMILY DISTURBANCE	2015	7	2010	1	
-97.64509756,30.20776846	POSS OF DRUG PARAPHERNALIA	2015	3	2010	1	
-97.64509756,30.20776846	DISTURBANCE - OTHER	2015	5	2010	7	
-97.64509756,30.20776846	LOST PROP	2015	4	2010	9	
-97.64509756,30.20776846	POSS MARIJUANA	2015	3	2010	8	
-97.64509756,30.20776846	CRIMINAL MISCHIEF	2015	4	2010	6	
-97.64509756,30.20776846	DRIVING WHILE LICENSE INVALID	2015	7	2010	4	
-97.64509756,30.20776846	POSS CONTROLLED SUB/NARCOTIC	2015	3	2010	1	
-97.64509756,30.20776846	ASSAULT W/INJURY-FAM/DATE VIOL	2015	2	2010	2	
-97.64509756,30.20776846	ASSAULT BY THREAT	2015	1	2010	1	
-97.64509756,30.20776846	CUSTODY ARREST TRAFFIC WARR	2015	4	2010	7	
-97.64509756,30.20776846	DWI 2ND	2015	1	2010	1	
-97.64509756,30.20776846	TRAFFIC HAZARD/DEBRIS	2015	1	2010	2	
-97.64509756,30.20776846	DWI	2015	7	2010	13	
-97.64509756,30.20776846	THEFT INFORMATION	2015	1	2010	1	
-97.64509756,30.20776846	ASSAULT BY CONTACT FAM/DATING	2015	2	2010	1	
-97.64516491,30.29558708	CRASH/NO INJURY	2015	2	2010	1	
-97.64516491,30.29558708	BURGLARY OF VEHICLE	2015	1	2010	4	
-97.64516491,30.29558708	REQUEST TO APPREHEND	2015	3	2010	5	
-97.64516491,30.29558708	WARRANT ARREST NON TRAFFIC	2015	3	2010	3	
-97.64516491,30.29558708	ASSAULT WITH INJURY	2015	1	2010	2	
-97.64516491,30.29558708	FELONY ENHANCEMENT/ASSLT W/INJ	2015	1	2010	2	
-97.64516491,30.29558708	AGG ASSAULT	2015	2	2010	4	
-97.64516491,30.29558708	SUSPICIOUS VEH	2015	1	2010	3	
-97.64516491,30.29558708	AUTO THEFT	2015	2	2010	3	
-97.64516491,30.29558708	IMPOUNDED VEH	2015	1	2010	4	
-97.64516491,30.29558708	ABANDONED VEH	2015	2	2010	4	
-97.64516491,30.29558708	CRASH/LEAVING THE SCENE	2015	31	2010	18	
-97.64516491,30.29558708	THEFT	2015	3	2010	7	
-97.64516491,30.29558708	PUBLIC INTOXICATION	2015	2	2010	4	
-97.64516491,30.29558708	FAMILY DISTURBANCE	2015	7	2010	1	
-97.64516491,30.29558708	POSS OF DRUG PARAPHERNALIA	2015	3	2010	1	
-97.64516491,30.29558708	DISTURBANCE - OTHER	2015	5	2010	7	
-97.64516491,30.29558708	LOST PROP	2015	4	2010	9	
-97.64516491,30.29558708	POSS MARIJUANA	2015	3	2010	8	
-97.64516491,30.29558708	CRIMINAL MISCHIEF	2015	4	2010	6	
-97.64516491,30.29558708	DRIVING WHILE LICENSE INVALID	2015	7	2010	4	
-97.64516491,30.29558708	POSS CONTROLLED SUB/NARCOTIC	2015	3	2010	1	
-97.64516491,30.29558708	ASSAULT W/INJURY-FAM/DATE VIOL	2015	2	2010	2	
-97.64516491,30.29558708	ASSAULT BY THREAT	2015	1	2010	1	
-97.64516491,30.29558708	CUSTODY ARREST TRAFFIC WARR	2015	4	2010	7	
-97.64516491,30.29558708	DWI 2ND	2015	1	2010	1	
-97.64516491,30.29558708	TRAFFIC HAZARD/DEBRIS	2015	1	2010	2	
-97.64516491,30.29558708	DWI	2015	7	2010	13	
-97.64516491,30.29558708	THEFT INFORMATION	2015	1	2010	1	
-97.64516491,30.29558708	ASSAULT BY CONTACT FAM/DATING	2015	2	2010	1	
-97.64543243,30.30453148	CRASH/NO INJURY	2015	2	2010	1	
-97.64543243,30.30453148	BURGLARY OF VEHICLE	2015	1	2010	4	
-97.64543243,30.30453148	REQUEST TO APPREHEND	2015	3	2010	5	
-97.64543243,30.30453148	WARRANT ARREST NON TRAFFIC	2015	3	2010	3	
-97.64543243,30.30453148	ASSAULT WITH INJURY	2015	1	2010	2	
-97.64543243,30.30453148	FELONY ENHANCEMENT/ASSLT W/INJ	2015	1	2010	2	
-97.64543243,30.30453148	AGG ASSAULT	2015	2	2010	4	
-97.64543243,30.30453148	SUSPICIOUS VEH	2015	1	2010	3	
-97.64543243,30.30453148	AUTO THEFT	2015	2	2010	3	
-97.64543243,30.30453148	IMPOUNDED VEH	2015	1	2010	4	
-97.64543243,30.30453148	ABANDONED VEH	2015	2	2010	4	
-97.64543243,30.30453148	CRASH/LEAVING THE SCENE	2015	31	2010	18	
-97.64543243,30.30453148	THEFT	2015	3	2010	7	
-97.64543243,30.30453148	PUBLIC INTOXICATION	2015	2	2010	4	
-97.64543243,30.30453148	FAMILY DISTURBANCE	2015	7	2010	1	
-97.64543243,30.30453148	POSS OF DRUG PARAPHERNALIA	2015	3	2010	1	
-97.64543243,30.30453148	DISTURBANCE - OTHER	2015	6	2010	7	
-97.64543243,30.30453148	LOST PROP	2015	4	2010	9	
-97.64543243,30.30453148	POSS MARIJUANA	2015	3	2010	8	
-97.64543243,30.30453148	CRIMINAL MISCHIEF	2015	4	2010	6	
-97.64543243,30.30453148	DRIVING WHILE LICENSE INVALID	2015	7	2010	4	
-97.64543243,30.30453148	POSS CONTROLLED SUB/NARCOTIC	2015	3	2010	1	
-97.64543243,30.30453148	ASSAULT W/INJURY-FAM/DATE VIOL	2015	2	2010	2	
-97.64543243,30.30453148	ASSAULT BY THREAT	2015	1	2010	1	
-97.64543243,30.30453148	CUSTODY ARREST TRAFFIC WARR	2015	4	2010	7	
-97.64543243,30.30453148	DWI 2ND	2015	1	2010	1	
-97.64543243,30.30453148	TRAFFIC HAZARD/DEBRIS	2015	1	2010	2	
-97.64543243,30.30453148	DWI	2015	7	2010	13	
-97.64543243,30.30453148	THEFT INFORMATION	2015	1	2010	1	
-97.64543243,30.30453148	ASSAULT BY CONTACT FAM/DATING	2015	2	2010	1	
-97.64543331,30.40464903	CRASH/NO INJURY	2015	2	2010	1	
-97.64543331,30.40464903	BURGLARY OF VEHICLE	2015	1	2010	4	
-97.64543331,30.40464903	REQUEST TO APPREHEND	2015	3	2010	5	
-97.64543331,30.40464903	WARRANT ARREST NON TRAFFIC	2015	3	2010	3	
-97.64543331,30.40464903	ASSAULT WITH INJURY	2015	1	2010	2	
-97.64543331,30.40464903	FELONY ENHANCEMENT/ASSLT W/INJ	2015	1	2010	2	
-97.64543331,30.40464903	AGG ASSAULT	2015	2	2010	4	
-97.64543331,30.40464903	SUSPICIOUS VEH	2015	1	2010	3	
-97.64543331,30.40464903	AUTO THEFT	2015	2	2010	3	
-97.64543331,30.40464903	IMPOUNDED VEH	2015	1	2010	4	
-97.64543331,30.40464903	ABANDONED VEH	2015	2	2010	4	
-97.64543331,30.40464903	CRASH/LEAVING THE SCENE	2015	31	2010	18	
-97.64543331,30.40464903	THEFT	2015	3	2010	7	
-97.64543331,30.40464903	PUBLIC INTOXICATION	2015	2	2010	4	
-97.64543331,30.40464903	FAMILY DISTURBANCE	2015	7	2010	1	
-97.64543331,30.40464903	POSS OF DRUG PARAPHERNALIA	2015	3	2010	1	
-97.64543331,30.40464903	DISTURBANCE - OTHER	2015	6	2010	7	
-97.64543331,30.40464903	LOST PROP	2015	4	2010	9	
-97.64543331,30.40464903	POSS MARIJUANA	2015	3	2010	8	
-97.64543331,30.40464903	CRIMINAL MISCHIEF	2015	4	2010	6	
-97.64543331,30.40464903	DRIVING WHILE LICENSE INVALID	2015	7	2010	4	
-97.64543331,30.40464903	POSS CONTROLLED SUB/NARCOTIC	2015	3	2010	1	
-97.64543331,30.40464903	ASSAULT W/INJURY-FAM/DATE VIOL	2015	2	2010	2	
-97.64543331,30.40464903	ASSAULT BY THREAT	2015	1	2010	1	
-97.64543331,30.40464903	CUSTODY ARREST TRAFFIC WARR	2015	4	2010	7	
-97.64543331,30.40464903	DWI 2ND	2015	1	2010	1	
-97.64543331,30.40464903	TRAFFIC HAZARD/DEBRIS	2015	1	2010	2	
-97.64543331,30.40464903	DWI	2015	7	2010	13	
-97.64543331,30.40464903	THEFT INFORMATION	2015	1	2010	1	
-97.64543331,30.40464903	ASSAULT BY CONTACT FAM/DATING	2015	2	2010	1	
-97.64557204,30.27994311	CRASH/NO INJURY	2015	2	2010	1	
-97.64557204,30.27994311	BURGLARY OF VEHICLE	2015	1	2010	4	
-97.64557204,30.27994311	REQUEST TO APPREHEND	2015	3	2010	6	
-97.64557204,30.27994311	WARRANT ARREST NON TRAFFIC	2015	3	2010	3	
-97.64557204,30.27994311	ASSAULT WITH INJURY	2015	1	2010	2	
-97.64557204,30.27994311	FELONY ENHANCEMENT/ASSLT W/INJ	2015	1	2010	2	
-97.64557204,30.27994311	AGG ASSAULT	2015	2	2010	4	
-97.64557204,30.27994311	SUSPICIOUS VEH	2015	1	2010	3	
-97.64557204,30.27994311	AUTO THEFT	2015	2	2010	3	
-97.64557204,30.27994311	IMPOUNDED VEH	2015	1	2010	4	
-97.64557204,30.27994311	ABANDONED VEH	2015	2	2010	4	
-97.64557204,30.27994311	CRASH/LEAVING THE SCENE	2015	31	2010	18	
-97.64557204,30.27994311	THEFT	2015	3	2010	7	
-97.64557204,30.27994311	PUBLIC INTOXICATION	2015	2	2010	4	
-97.64557204,30.27994311	FAMILY DISTURBANCE	2015	7	2010	1	
-97.64557204,30.27994311	POSS OF DRUG PARAPHERNALIA	2015	3	2010	1	
-97.64557204,30.27994311	DISTURBANCE - OTHER	2015	6	2010	7	
-97.64557204,30.27994311	LOST PROP	2015	4	2010	9	
-97.64557204,30.27994311	POSS MARIJUANA	2015	3	2010	8	
-97.64557204,30.27994311	CRIMINAL MISCHIEF	2015	4	2010	6	
-97.64557204,30.27994311	DRIVING WHILE LICENSE INVALID	2015	7	2010	4	
-97.64557204,30.27994311	POSS CONTROLLED SUB/NARCOTIC	2015	3	2010	1	
-97.64557204,30.27994311	ASSAULT W/INJURY-FAM/DATE VIOL	2015	2	2010	2	
-97.64557204,30.27994311	ASSAULT BY THREAT	2015	1	2010	1	
-97.64557204,30.27994311	CUSTODY ARREST TRAFFIC WARR	2015	5	2010	7	
-97.64557204,30.27994311	DWI 2ND	2015	1	2010	1	
-97.64557204,30.27994311	TRAFFIC HAZARD/DEBRIS	2015	1	2010	2	
-97.64557204,30.27994311	DWI	2015	7	2010	13	
-97.64557204,30.27994311	THEFT INFORMATION	2015	1	2010	1	
-97.64557204,30.27994311	ASSAULT BY CONTACT FAM/DATING	2015	2	2010	1	
-97.64558608,30.29901465	CRASH/NO INJURY	2015	2	2010	1	
-97.64558608,30.29901465	BURGLARY OF VEHICLE	2015	2	2010	4	
-97.64558608,30.29901465	CRASH/FAIL STOP AND RENDER AID	2015	3	2010	1	
-97.64558608,30.29901465	REQUEST TO APPREHEND	2015	3	2010	6	
-97.64558608,30.29901465	WARRANT ARREST NON TRAFFIC	2015	3	2010	3	
-97.64558608,30.29901465	ASSAULT WITH INJURY	2015	1	2010	2	
-97.64558608,30.29901465	FELONY ENHANCEMENT/ASSLT W/INJ	2015	1	2010	2	
-97.64558608,30.29901465	AGG ASSAULT	2015	2	2010	4	
-97.64558608,30.29901465	SUSPICIOUS VEH	2015	1	2010	3	
-97.64558608,30.29901465	AUTO THEFT	2015	2	2010	3	
-97.64558608,30.29901465	IMPOUNDED VEH	2015	1	2010	4	
-97.64558608,30.29901465	ABANDONED VEH	2015	2	2010	4	
-97.64558608,30.29901465	CRASH/LEAVING THE SCENE	2015	32	2010	20	
-97.64558608,30.29901465	THEFT	2015	3	2010	8	
-97.64558608,30.29901465	PUBLIC INTOXICATION	2015	2	2010	4	
-97.64558608,30.29901465	FAMILY DISTURBANCE	2015	7	2010	1	
-97.64558608,30.29901465	POSS OF DRUG PARAPHERNALIA	2015	3	2010	2	
-97.64558608,30.29901465	DISTURBANCE - OTHER	2015	6	2010	7	
-97.64558608,30.29901465	LOST PROP	2015	4	2010	9	
-97.64558608,30.29901465	POSS MARIJUANA	2015	3	2010	9	
-97.64558608,30.29901465	CRIMINAL MISCHIEF	2015	4	2010	6	
-97.64558608,30.29901465	DRIVING WHILE LICENSE INVALID	2015	7	2010	5	
-97.64558608,30.29901465	POSS CONTROLLED SUB/NARCOTIC	2015	3	2010	1	
-97.64558608,30.29901465	ASSAULT W/INJURY-FAM/DATE VIOL	2015	2	2010	3	
-97.64558608,30.29901465	ASSAULT BY THREAT	2015	1	2010	1	
-97.64558608,30.29901465	CUSTODY ARREST TRAFFIC WARR	2015	5	2010	7	
-97.64558608,30.29901465	DWI 2ND	2015	1	2010	1	
-97.64558608,30.29901465	TRAFFIC HAZARD/DEBRIS	2015	1	2010	2	
-97.64558608,30.29901465	DWI	2015	7	2010	13	
-97.64558608,30.29901465	THEFT INFORMATION	2015	1	2010	1	
-97.64558608,30.29901465	ASSAULT BY CONTACT FAM/DATING	2015	2	2010	1	
-97.64586549,30.29854194	CRASH/NO INJURY	2015	2	2010	1	
-97.64586549,30.29854194	BURGLARY OF VEHICLE	2015	2	2010	4	
-97.64586549,30.29854194	CRASH/FAIL STOP AND RENDER AID	2015	3	2010	1	
-97.64586549,30.29854194	REQUEST TO APPREHEND	2015	3	2010	6	
-97.64586549,30.29854194	WARRANT ARREST NON TRAFFIC	2015	3	2010	3	
-97.64586549,30.29854194	ASSAULT WITH INJURY	2015	1	2010	2	
-97.64586549,30.29854194	FELONY ENHANCEMENT/ASSLT W/INJ	2015	1	2010	2	
-97.64586549,30.29854194	AGG ASSAULT	2015	2	2010	4	
-97.64586549,30.29854194	SUSPICIOUS VEH	2015	1	2010	3	
-97.64586549,30.29854194	AUTO THEFT	2015	2	2010	3	
-97.64586549,30.29854194	IMPOUNDED VEH	2015	1	2010	4	
-97.64586549,30.29854194	ABANDONED VEH	2015	2	2010	4	
-97.64586549,30.29854194	CRASH/LEAVING THE SCENE	2015	32	2010	20	
-97.64586549,30.29854194	THEFT	2015	3	2010	8	
-97.64586549,30.29854194	PUBLIC INTOXICATION	2015	2	2010	4	
-97.64586549,30.29854194	FAMILY DISTURBANCE	2015	7	2010	1	
-97.64586549,30.29854194	POSS OF DRUG PARAPHERNALIA	2015	3	2010	2	
-97.64586549,30.29854194	DISTURBANCE - OTHER	2015	6	2010	7	
-97.64586549,30.29854194	LOST PROP	2015	4	2010	9	
-97.64586549,30.29854194	POSS MARIJUANA	2015	3	2010	10	
-97.64586549,30.29854194	CRIMINAL MISCHIEF	2015	4	2010	6	
-97.64586549,30.29854194	DRIVING WHILE LICENSE INVALID	2015	7	2010	5	
-97.64586549,30.29854194	POSS CONTROLLED SUB/NARCOTIC	2015	3	2010	1	
-97.64586549,30.29854194	ASSAULT W/INJURY-FAM/DATE VIOL	2015	2	2010	3	
-97.64586549,30.29854194	ASSAULT BY THREAT	2015	1	2010	1	
-97.64586549,30.29854194	CUSTODY ARREST TRAFFIC WARR	2015	5	2010	7	
-97.64586549,30.29854194	DWI 2ND	2015	1	2010	1	
-97.64586549,30.29854194	TRAFFIC HAZARD/DEBRIS	2015	1	2010	2	
-97.64586549,30.29854194	DWI	2015	7	2010	13	
-97.64586549,30.29854194	THEFT INFORMATION	2015	1	2010	1	
-97.64586549,30.29854194	ASSAULT BY CONTACT FAM/DATING	2015	2	2010	1	
-97.64591211,30.20649013	CRASH/NO INJURY	2015	2	2010	1	
-97.64591211,30.20649013	BURGLARY OF VEHICLE	2015	2	2010	4	
-97.64591211,30.20649013	CRASH/FAIL STOP AND RENDER AID	2015	3	2010	1	
-97.64591211,30.20649013	REQUEST TO APPREHEND	2015	3	2010	6	
-97.64591211,30.20649013	WARRANT ARREST NON TRAFFIC	2015	3	2010	3	
